date,station,latitude,longitude,aqi,pm2_5,pm10,no2,so2,o3,temperature_C,relative_humidity_%,notes
2024-09-20,Jumla,29.2741,82.1855,52,12.5,26.4,7.1,3.7,48.4,12.8,52.7,
2024-09-20,Illam,26.8901,87.9204,60,16.4,41.0,2.0,2.7,25.4,5.8,45.5,
2024-09-21,Kathmandu,27.7172,85.324,130,47.2,118.7,21.3,4.9,52.7,14.5,61.3,
2024-09-21,Lalitpur,27.6648,85.3188,130,47.4,89.9,21.0,6.3,53.8,18.7,53.1,
2024-09-21,Bhaktapur,27.6714,85.427,149,54.9,128.9,21.1,6.3,46.9,12.7,34.5,
2024-09-21,Pokhara,28.2096,83.9856,103,36.2,92.4,16.1,4.3,44.5,9.8,19.7,
2024-09-21,Biratnagar,26.4525,87.2718,99,34.7,74.5,19.7,6.0,27.7,15.2,47.7,
2024-09-21,Nepalgunj,28.0582,81.6176,80,25.9,51.5,7.6,6.4,30.3,13.1,51.7,
2024-09-21,Bharatpur,27.6838,84.4328,81,26.3,37.3,17.9,2.7,47.0,14.3,43.2,
2024-09-21,Dhangadhi,28.707,80.5912,78,25.1,50.1,11.1,1.0,56.1,5.0,45.5,
2024-09-21,Janakpur,26.706,85.9246,81,26.4,44.4,2.0,2.2,40.0,11.6,48.0,
2024-09-21,Butwal,27.7,83.45,87,29.2,46.8,15.7,3.4,30.1,5.1,56.3,
2024-09-21,Dharan,26.8125,87.2835,83,27.3,42.5,12.7,2.0,43.3,8.8,42.8,
2024-09-21,Hetauda,27.4163,85.0306,55,13.8,14.3,12.5,4.8,34.6,10.4,41.0,
2024-09-21,Birgunj,27.0,84.8667,66,19.1,37.9,31.0,5.3,57.0,4.8,60.5,
2024-09-21,Jumla,29.2741,82.1855,55,14.0,27.4,5.2,4.4,41.4,10.5,72.2,
2024-09-21,Illam,26.8901,87.9204,108,38.2,61.6,14.9,1.0,28.1,8.7,39.3,
2024-09-22,Kathmandu,27.7172,85.324,156,65.1,147.6,14.8,6.8,33.1,17.9,51.6,
2024-09-22,Lalitpur,27.6648,85.3188,152,56.6,134.1,11.3,5.4,61.0,17.6,59.9,
2024-09-22,Bhaktapur,27.6714,85.427,111,39.6,73.1,23.2,3.7,47.2,7.4,63.2,
2024-09-22,Pokhara,28.2096,83.9856,86,28.7,48.0,19.3,1.1,28.2,8.7,34.7,
2024-09-22,Biratnagar,26.4525,87.2718,89,30.0,55.4,23.9,4.0,35.7,15.2,31.8,
2024-09-22,Nepalgunj,28.0582,81.6176,74,23.2,52.1,12.0,3.5,39.7,8.3,45.7,
2024-09-22,Bharatpur,27.6838,84.4328,52,12.6,18.3,4.5,4.4,29.6,11.1,49.2,
2024-09-22,Dhangadhi,28.707,80.5912,79,25.3,40.2,20.9,3.8,51.5,4.3,49.4,
2024-09-22,Janakpur,26.706,85.9246,90,30.4,66.4,12.9,1.5,45.3,14.7,48.6,
2024-09-22,Butwal,27.7,83.45,67,19.6,49.7,4.4,2.2,26.4,8.8,73.9,
2024-09-22,Dharan,26.8125,87.2835,82,27.0,43.3,2.0,4.8,37.9,6.0,35.7,
2024-09-22,Hetauda,27.4163,85.0306,104,36.8,67.1,22.6,2.1,29.5,8.1,69.1,
2024-09-22,Birgunj,27.0,84.8667,90,30.7,49.0,23.1,5.9,38.0,12.2,37.0,
2024-09-22,Jumla,29.2741,82.1855,70,21.3,44.2,8.2,1.0,28.6,9.3,40.5,
2024-09-22,Illam,26.8901,87.9204,89,30.1,68.5,12.1,5.0,23.6,12.2,38.8,
2024-09-23,Kathmandu,27.7172,85.324,133,48.6,110.4,22.9,6.3,45.9,14.8,53.6,
2024-09-23,Lalitpur,27.6648,85.3188,138,50.7,122.4,17.1,4.9,38.4,15.7,40.3,
2024-09-23,Bhaktapur,27.6714,85.427,125,45.1,70.6,23.5,8.2,23.6,13.1,41.6,
2024-09-23,Pokhara,28.2096,83.9856,85,28.4,62.9,2.5,1.0,35.8,4.1,60.5,
2024-09-23,Biratnagar,26.4525,87.2718,123,44.2,78.8,17.7,6.9,42.9,18.3,33.6,
2024-09-23,Nepalgunj,28.0582,81.6176,84,27.6,60.5,2.0,4.4,48.5,5.5,49.5,
2024-09-23,Bharatpur,27.6838,84.4328,69,20.8,34.2,14.3,4.9,54.4,13.1,59.5,
2024-09-23,Dhangadhi,28.707,80.5912,87,29.1,41.5,9.2,4.5,36.1,8.7,55.9,
2024-09-23,Janakpur,26.706,85.9246,40,9.7,19.7,9.0,4.4,39.2,12.1,37.7,
2024-09-23,Butwal,27.7,83.45,64,18.4,43.0,20.5,1.5,46.3,10.0,54.8,
2024-09-23,Dharan,26.8125,87.2835,107,38.0,78.6,8.4,5.4,36.6,11.4,51.6,
2024-09-23,Hetauda,27.4163,85.0306,87,29.3,74.0,13.9,2.8,44.5,7.1,55.1,
2024-09-23,Birgunj,27.0,84.8667,87,29.3,40.6,24.7,7.9,39.2,17.9,71.0,
2024-09-23,Jumla,29.2741,82.1855,83,27.3,69.2,3.5,4.5,43.5,7.8,47.2,
2024-09-23,Illam,26.8901,87.9204,79,25.6,55.8,19.7,2.8,38.5,9.0,40.9,
2024-09-24,Kathmandu,27.7172,85.324,142,52.3,97.0,23.9,2.9,38.1,16.8,57.3,
2024-09-24,Lalitpur,27.6648,85.3188,106,37.5,51.1,24.6,4.2,19.5,11.0,52.8,
2024-09-24,Bhaktapur,27.6714,85.427,141,51.7,131.4,17.5,2.7,42.3,8.6,56.1,
2024-09-24,Pokhara,28.2096,83.9856,19,4.6,9.1,13.1,3.1,27.1,10.8,75.2,
2024-09-24,Biratnagar,26.4525,87.2718,125,45.3,99.6,20.3,5.7,32.7,13.0,39.2,
2024-09-24,Nepalgunj,28.0582,81.6176,96,33.4,63.1,5.6,4.7,41.8,4.7,45.6,
2024-09-24,Bharatpur,27.6838,84.4328,98,34.2,94.9,2.1,5.1,39.7,7.4,50.6,
2024-09-24,Dhangadhi,28.707,80.5912,94,32.4,68.5,11.5,2.2,46.6,10.2,28.4,
2024-09-24,Janakpur,26.706,85.9246,75,23.7,39.6,10.7,1.0,40.5,9.2,49.0,
2024-09-24,Butwal,27.7,83.45,97,34.1,71.2,7.1,2.9,27.8,11.1,69.1,
2024-09-24,Dharan,26.8125,87.2835,52,12.8,23.5,12.5,1.0,44.6,11.3,44.9,
2024-09-24,Hetauda,27.4163,85.0306,92,31.8,55.8,18.0,4.6,44.6,7.2,44.1,
2024-09-24,Birgunj,27.0,84.8667,93,32.0,67.8,14.3,3.2,32.4,8.0,46.3,
2024-09-24,Jumla,29.2741,82.1855,55,13.8,18.5,3.7,6.1,41.5,9.7,52.9,
2024-09-24,Illam,26.8901,87.9204,43,10.4,16.8,8.6,1.0,36.1,13.6,44.2,
2024-09-25,Kathmandu,27.7172,85.324,143,52.7,111.5,31.0,5.2,46.7,11.5,46.7,
2024-09-25,Lalitpur,27.6648,85.3188,121,43.6,94.5,28.5,6.5,29.6,10.1,39.9,
2024-09-25,Bhaktapur,27.6714,85.427,155,62.6,95.2,27.1,2.3,29.7,5.7,56.2,
2024-09-25,Pokhara,28.2096,83.9856,99,34.9,76.8,7.6,7.9,48.4,4.2,20.0,
2024-09-25,Biratnagar,26.4525,87.2718,114,40.9,61.1,16.3,1.4,38.2,9.6,33.5,
2024-09-25,Nepalgunj,28.0582,81.6176,76,24.2,54.6,19.6,5.1,44.1,3.3,57.2,
2024-09-25,Bharatpur,27.6838,84.4328,97,33.7,77.4,12.6,3.1,35.8,9.8,38.6,
2024-09-25,Dhangadhi,28.707,80.5912,90,30.8,61.7,11.6,4.0,28.7,10.9,32.2,
2024-09-25,Janakpur,26.706,85.9246,81,26.4,45.7,8.0,1.5,50.0,10.1,44.2,
2024-09-25,Butwal,27.7,83.45,94,32.4,52.3,17.5,3.9,38.3,3.6,64.5,
2024-09-25,Dharan,26.8125,87.2835,85,28.5,66.3,18.5,1.1,50.8,14.5,52.9,
2024-09-25,Hetauda,27.4163,85.0306,94,32.5,72.6,9.9,1.3,31.8,8.1,30.1,
2024-09-25,Birgunj,27.0,84.8667,106,37.3,65.4,24.5,4.1,39.9,11.3,57.2,
2024-09-25,Jumla,29.2741,82.1855,46,11.0,15.2,5.3,3.0,32.3,8.6,47.7,
2024-09-25,Illam,26.8901,87.9204,68,20.1,47.3,18.3,1.9,48.6,5.6,74.1,
2024-09-26,Kathmandu,27.7172,85.324,97,33.8,74.6,10.8,5.1,57.8,12.8,31.2,
2024-09-26,Lalitpur,27.6648,85.3188,141,51.9,107.7,16.4,5.9,33.9,11.9,59.4,
2024-09-26,Bhaktapur,27.6714,85.427,148,54.5,109.2,22.5,4.3,40.9,14.2,61.1,
2024-09-26,Pokhara,28.2096,83.9856,82,26.6,65.1,2.0,3.2,46.7,11.8,32.5,
2024-09-26,Biratnagar,26.4525,87.2718,50,12.0,31.9,14.4,7.7,38.0,6.1,48.5,
2024-09-26,Nepalgunj,28.0582,81.6176,68,20.1,37.0,17.1,4.6,52.3,10.5,48.1,
2024-09-26,Bharatpur,27.6838,84.4328,59,15.9,15.9,8.9,2.7,53.7,10.5,75.1,
2024-09-26,Dhangadhi,28.707,80.5912,136,49.6,125.8,16.0,2.6,19.4,7.3,35.5,
2024-09-26,Janakpur,26.706,85.9246,84,27.6,70.8,3.9,2.3,22.7,6.3,50.6,
2024-09-26,Butwal,27.7,83.45,110,39.2,87.8,17.4,1.0,32.7,10.0,35.0,
2024-09-26,Dharan,26.8125,87.2835,69,20.7,25.8,9.6,1.5,33.2,9.6,36.9,
2024-09-26,Hetauda,27.4163,85.0306,111,39.5,68.2,12.8,2.8,40.6,6.5,49.8,
2024-09-26,Birgunj,27.0,84.8667,118,42.4,73.7,18.7,7.6,37.5,14.4,54.7,
2024-09-26,Jumla,29.2741,82.1855,22,5.2,19.0,11.2,1.5,44.9,9.1,45.0,
2024-09-26,Illam,26.8901,87.9204,75,23.5,53.4,2.0,6.9,20.7,10.0,32.8,
2024-09-27,Kathmandu,27.7172,85.324,156,65.4,96.1,26.4,4.5,43.3,14.3,45.9,
2024-09-27,Lalitpur,27.6648,85.3188,140,51.2,131.0,29.0,4.1,35.2,10.4,41.1,
2024-09-27,Bhaktapur,27.6714,85.427,500,35.4,48.1,29.4,5.7,39.6,12.0,42.1,
2024-09-27,Pokhara,28.2096,83.9856,78,24.9,49.5,9.5,1.0,44.4,11.6,55.1,
2024-09-27,Biratnagar,26.4525,87.2718,80,26.0,45.3,29.3,4.6,41.4,9.2,50.0,
2024-09-27,Nepalgunj,28.0582,81.6176,79,25.2,58.1,4.0,3.9,41.1,8.3,58.0,
2024-09-27,Bharatpur,27.6838,84.4328,77,24.6,41.9,14.0,3.6,30.9,13.2,49.8,
2024-09-27,Dhangadhi,28.707,80.5912,77,24.6,35.1,10.0,4.8,54.1,11.2,41.4,
2024-09-27,Janakpur,26.706,85.9246,57,15.0,30.6,15.3,3.3,51.2,12.6,46.7,
2024-09-27,Butwal,27.7,83.45,88,29.6,43.5,8.8,4.0,48.5,7.9,54.0,
2024-09-27,Dharan,26.8125,87.2835,76,24.2,34.0,15.8,8.2,31.7,6.1,51.7,
2024-09-27,Hetauda,27.4163,85.0306,62,17.3,33.5,9.0,3.3,35.0,14.4,55.5,
2024-09-27,Birgunj,27.0,84.8667,92,31.4,60.9,26.6,4.8,30.6,13.0,54.6,
2024-09-27,Jumla,29.2741,82.1855,48,11.5,33.3,15.9,4.3,55.8,7.3,40.7,
2024-09-27,Illam,26.8901,87.9204,84,27.8,59.6,5.5,4.5,50.3,11.6,73.4,
2024-09-28,Kathmandu,27.7172,85.324,136,49.8,97.5,19.6,3.3,47.4,13.7,51.5,
2024-09-28,Lalitpur,27.6648,85.3188,124,44.7,80.1,13.3,6.0,27.6,15.9,45.9,
2024-09-28,Bhaktapur,27.6714,85.427,140,51.1,93.9,29.8,3.1,43.0,12.0,50.0,
2024-09-28,Pokhara,28.2096,83.9856,79,25.5,54.5,2.0,5.7,50.2,9.8,45.8,
2024-09-28,Biratnagar,26.4525,87.2718,93,31.9,76.7,25.9,2.0,34.1,15.2,59.2,
2024-09-28,Nepalgunj,28.0582,81.6176,90,30.8,77.6,8.8,4.7,36.4,11.4,63.5,
2024-09-28,Bharatpur,27.6838,84.4328,53,13.2,39.7,11.5,1.0,39.8,6.9,40.7,
2024-09-28,Dhangadhi,28.707,80.5912,65,18.7,45.4,8.1,3.1,42.7,7.1,49.4,
2024-09-28,Janakpur,26.706,85.9246,118,42.3,95.2,6.0,6.7,18.3,8.6,53.1,
2024-09-28,Butwal,27.7,83.45,80,25.9,46.4,7.5,2.8,48.7,3.3,43.2,
2024-09-28,Dharan,26.8125,87.2835,84,27.6,55.1,6.4,3.6,42.6,10.7,42.5,
2024-09-28,Hetauda,27.4163,85.0306,106,37.6,57.7,17.9,5.7,49.3,7.9,62.6,
2024-09-28,Birgunj,27.0,84.8667,79,25.3,63.6,25.6,2.7,49.0,14.7,54.4,
2024-09-28,Jumla,29.2741,82.1855,34,8.2,10.7,16.7,2.1,37.4,8.7,60.8,
2024-09-28,Illam,26.8901,87.9204,86,28.9,35.9,14.3,4.5,33.1,11.3,45.4,
2024-09-29,Kathmandu,27.7172,85.324,133,48.4,118.1,24.3,5.9,33.9,9.4,50.0,
2024-09-29,Lalitpur,27.6648,85.3188,118,42.3,109.3,22.6,5.1,52.9,21.5,46.3,
2024-09-29,Bhaktapur,27.6714,85.427,140,51.2,119.3,24.9,1.4,45.7,13.6,47.8,
2024-09-29,Pokhara,28.2096,83.9856,86,28.6,77.2,6.8,1.0,54.7,9.4,48.1,
2024-09-29,Biratnagar,26.4525,87.2718,87,29.3,60.0,26.8,4.4,35.6,9.6,59.3,
2024-09-29,Nepalgunj,28.0582,81.6176,78,25.0,51.0,12.0,2.6,32.5,13.0,43.9,
2024-09-29,Bharatpur,27.6838,84.4328,88,29.5,51.9,9.2,2.2,32.5,9.4,25.3,
2024-09-29,Dhangadhi,28.707,80.5912,108,38.5,64.0,13.2,1.0,30.7,14.6,53.3,
2024-09-29,Janakpur,26.706,85.9246,53,13.0,28.0,14.5,4.9,46.7,6.7,59.4,
2024-09-29,Butwal,27.7,83.45,103,36.2,56.8,4.9,3.6,32.6,12.8,77.3,
2024-09-29,Dharan,26.8125,87.2835,65,18.7,24.7,17.9,2.3,28.9,10.6,60.5,
2024-09-29,Hetauda,27.4163,85.0306,75,23.4,64.5,5.5,1.0,28.4,12.2,40.1,
2024-09-29,Birgunj,27.0,84.8667,82,26.8,45.2,11.3,6.0,44.0,11.9,59.4,
2024-09-29,Jumla,29.2741,82.1855,65,18.7,33.6,11.7,3.6,54.1,11.2,37.1,
2024-09-29,Illam,26.8901,87.9204,61,16.6,44.2,13.4,1.0,34.5,5.4,47.8,
2024-09-30,Kathmandu,27.7172,85.324,120,43.0,77.7,32.7,2.2,35.7,9.3,32.5,
2024-09-30,Lalitpur,27.6648,85.3188,136,49.5,79.4,17.0,7.9,49.6,13.3,30.3,
2024-09-30,Bhaktapur,27.6714,85.427,109,38.7,78.4,20.4,4.9,34.2,17.5,52.7,
2024-09-30,Pokhara,28.2096,83.9856,25,5.9,12.9,22.5,3.9,31.1,10.7,52.8,
2024-09-30,Biratnagar,26.4525,87.2718,121,43.7,75.4,24.0,3.3,29.7,12.9,49.0,
2024-09-30,Nepalgunj,28.0582,81.6176,76,23.9,51.1,10.3,2.2,38.0,9.4,60.7,
2024-09-30,Bharatpur,27.6838,84.4328,63,17.9,27.7,18.1,1.1,46.6,13.1,44.0,
2024-09-30,Dhangadhi,28.707,80.5912,92,31.8,59.7,17.2,1.0,24.4,7.6,54.5,
2024-09-30,Janakpur,26.706,85.9246,97,34.0,86.7,10.4,3.6,34.5,8.1,44.1,
2024-09-30,Butwal,27.7,83.45,70,21.1,28.3,5.1,5.2,41.4,7.3,32.2,
2024-09-30,Dharan,26.8125,87.2835,81,26.2,51.8,18.8,1.4,38.9,9.3,59.3,
2024-09-30,Hetauda,27.4163,85.0306,82,27.0,43.3,4.9,3.4,44.2,4.2,17.9,
2024-09-30,Birgunj,27.0,84.8667,79,25.4,53.1,20.9,7.6,51.1,13.1,42.6,
2024-09-30,Jumla,29.2741,82.1855,32,7.8,30.6,19.2,4.5,48.7,10.6,60.0,
2024-09-30,Illam,26.8901,87.9204,91,31.1,70.7,2.4,4.5,35.2,7.0,58.8,
2024-10-01,Kathmandu,27.7172,85.324,153,58.8,103.6,20.7,2.9,39.0,11.8,54.4,
2024-10-01,Lalitpur,27.6648,85.3188,125,45.4,65.2,21.7,4.2,46.3,12.0,66.2,
2024-10-01,Bhaktapur,27.6714,85.427,136,49.9,106.8,21.3,2.4,23.9,9.4,41.8,
2024-10-01,Pokhara,28.2096,83.9856,68,20.1,27.3,13.8,2.7,43.9,10.4,57.5,
2024-10-01,Biratnagar,26.4525,87.2718,74,23.1,49.6,20.8,4.2,38.0,10.2,39.4,
2024-10-01,Nepalgunj,28.0582,81.6176,69,20.9,20.9,5.5,1.0,41.6,8.0,48.4,
2024-10-01,Bharatpur,27.6838,84.4328,79,25.3,34.7,10.6,2.4,65.9,8.3,59.4,
2024-10-01,Dhangadhi,28.707,80.5912,89,30.0,90.0,11.7,1.0,44.5,8.2,47.2,
2024-10-01,Janakpur,26.706,85.9246,75,23.5,60.5,5.9,3.4,32.3,12.2,58.7,
2024-10-01,Butwal,27.7,83.45,72,22.2,45.0,7.2,1.6,38.3,11.5,50.1,
2024-10-01,Dharan,26.8125,87.2835,62,17.1,29.0,7.4,6.5,50.9,8.9,52.8,
2024-10-01,Hetauda,27.4163,85.0306,97,34.2,52.1,5.1,3.8,49.5,10.8,46.7,
2024-10-01,Birgunj,27.0,84.8667,96,33.3,80.0,11.3,5.1,43.7,13.8,70.8,
2024-10-01,Jumla,29.2741,82.1855,22,5.3,10.0,15.9,2.9,19.1,8.9,61.7,
2024-10-01,Illam,26.8901,87.9204,96,33.7,60.0,10.9,1.5,39.0,7.1,53.5,
2024-10-02,Kathmandu,27.7172,85.324,129,46.8,105.3,19.5,8.2,39.1,11.6,56.1,
2024-10-02,Lalitpur,27.6648,85.3188,110,39.0,102.0,16.8,3.8,39.4,12.7,60.8,
2024-10-02,Bhaktapur,27.6714,85.427,138,50.5,114.7,9.5,4.7,47.3,9.0,55.6,
2024-10-02,Pokhara,28.2096,83.9856,74,23.0,65.1,15.8,6.1,35.7,8.5,46.0,
2024-10-02,Biratnagar,26.4525,87.2718,110,39.2,92.1,28.3,3.8,40.5,11.4,59.6,
2024-10-02,Nepalgunj,28.0582,81.6176,88,29.7,62.3,10.2,1.8,31.9,7.7,48.8,
2024-10-02,Bharatpur,27.6838,84.4328,73,22.5,32.0,16.2,3.1,46.3,5.5,39.1,
2024-10-02,Dhangadhi,28.707,80.5912,84,27.8,75.4,16.0,4.1,45.5,9.3,54.1,
2024-10-02,Janakpur,26.706,85.9246,105,37.2,55.3,16.5,1.0,28.4,13.7,32.7,
2024-10-02,Butwal,27.7,83.45,72,22.3,53.3,9.9,1.0,36.6,9.6,40.3,
2024-10-02,Dharan,26.8125,87.2835,65,18.7,29.6,19.3,1.0,44.4,14.5,64.1,
2024-10-02,Hetauda,27.4163,85.0306,70,21.0,41.6,8.3,5.0,35.3,10.2,54.9,
2024-10-02,Birgunj,27.0,84.8667,93,32.3,48.2,18.5,3.6,47.0,13.0,63.7,
2024-10-02,Jumla,29.2741,82.1855,76,23.9,52.2,13.1,3.2,34.9,6.7,52.5,
2024-10-02,Illam,26.8901,87.9204,53,12.9,21.5,8.9,4.2,41.6,10.9,60.0,
2024-10-03,Kathmandu,27.7172,85.324,131,47.8,107.7,29.4,3.3,38.7,11.9,49.4,
2024-10-03,Lalitpur,27.6648,85.3188,152,57.6,125.6,17.7,6.0,38.6,9.2,62.0,
2024-10-03,Bhaktapur,27.6714,85.427,138,50.5,90.2,21.5,5.3,26.2,11.5,65.9,
2024-10-03,Pokhara,28.2096,83.9856,60,16.5,42.6,10.4,2.9,32.8,11.8,53.3,
2024-10-03,Biratnagar,26.4525,87.2718,102,36.0,79.5,29.8,5.1,39.9,15.5,46.4,
2024-10-03,Nepalgunj,28.0582,81.6176,76,23.8,48.4,9.8,3.8,47.5,7.7,44.8,
2024-10-03,Bharatpur,27.6838,84.4328,92,31.5,78.7,2.0,2.4,39.7,10.2,60.7,
2024-10-03,Dhangadhi,28.707,80.5912,74,22.9,48.9,3.6,1.1,32.3,8.9,66.2,
2024-10-03,Janakpur,26.706,85.9246,95,32.9,56.8,8.5,3.6,30.7,10.9,36.8,
2024-10-03,Butwal,27.7,83.45,62,17.4,23.4,14.0,3.2,20.3,15.1,24.9,
2024-10-03,Dharan,26.8125,87.2835,104,36.7,97.8,5.9,2.7,37.3,13.5,45.2,
2024-10-03,Hetauda,27.4163,85.0306,80,25.7,57.9,7.7,1.9,48.6,10.8,58.2,
2024-10-03,Birgunj,27.0,84.8667,113,40.3,85.1,21.2,5.8,48.7,12.4,50.7,
2024-10-03,Jumla,29.2741,82.1855,36,8.7,13.4,16.2,3.3,48.7,8.0,39.6,
2024-10-03,Illam,26.8901,87.9204,52,12.5,21.0,11.2,1.9,44.6,8.5,70.7,
2024-10-04,Kathmandu,27.7172,85.324,117,41.9,74.6,23.2,4.1,48.2,12.0,57.5,
2024-10-04,Lalitpur,27.6648,85.3188,122,44.2,89.7,13.9,7.2,46.0,10.5,41.8,
2024-10-04,Bhaktapur,27.6714,85.427,138,50.5,70.8,12.9,5.8,39.4,14.8,56.3,
2024-10-04,Pokhara,28.2096,83.9856,67,19.9,47.8,8.4,3.1,27.0,8.7,37.9,
2024-10-04,Biratnagar,26.4525,87.2718,90,30.6,65.8,13.6,4.7,41.2,12.2,50.2,
2024-10-04,Nepalgunj,28.0582,81.6176,117,41.8,101.9,17.1,4.2,38.3,11.4,30.9,
2024-10-04,Bharatpur,27.6838,84.4328,66,19.3,39.0,2.2,5.8,32.2,10.7,62.5,
2024-10-04,Dhangadhi,28.707,80.5912,126,45.5,108.2,2.0,2.4,24.1,12.1,42.0,
2024-10-04,Janakpur,26.706,85.9246,108,38.4,89.0,11.0,5.3,31.5,11.6,49.9,
2024-10-04,Butwal,27.7,83.45,91,31.3,90.4,12.2,1.0,30.5,6.2,41.2,
2024-10-04,Dharan,26.8125,87.2835,74,23.0,41.6,2.5,3.7,50.3,16.7,63.9,
2024-10-04,Hetauda,27.4163,85.0306,85,28.4,56.6,11.8,1.0,31.3,12.1,62.7,
2024-10-04,Birgunj,27.0,84.8667,93,32.1,71.1,21.2,8.0,43.9,8.4,58.3,
2024-10-04,Jumla,29.2741,82.1855,54,13.4,34.4,2.7,1.5,42.4,9.1,32.1,
2024-10-04,Illam,26.8901,87.9204,54,13.3,20.8,2.0,5.2,40.7,11.4,36.5,
2024-10-05,Kathmandu,27.7172,85.324,151,55.9,96.6,12.7,2.1,34.6,19.2,61.9,
2024-10-05,Lalitpur,27.6648,85.3188,154,60.8,130.0,5.3,1.0,46.6,11.4,52.4,
2024-10-05,Bhaktapur,27.6714,85.427,101,35.7,92.5,41.9,7.6,20.0,4.8,31.7,
2024-10-05,Pokhara,28.2096,83.9856,66,19.4,38.1,18.8,3.2,31.4,14.2,58.2,
2024-10-05,Biratnagar,26.4525,87.2718,90,30.6,59.3,15.6,2.8,49.1,14.6,57.0,
2024-10-05,Nepalgunj,28.0582,81.6176,81,26.4,57.6,12.3,2.9,37.1,5.1,27.8,
2024-10-05,Bharatpur,27.6838,84.4328,70,21.0,55.6,6.5,5.9,46.2,7.5,39.8,
2024-10-05,Dhangadhi,28.707,80.5912,101,35.6,95.6,8.3,2.6,27.1,7.9,59.9,
2024-10-05,Janakpur,26.706,85.9246,70,21.1,36.4,14.2,3.6,38.3,14.6,36.8,
2024-10-05,Butwal,27.7,83.45,69,20.4,21.4,7.3,5.6,20.2,9.4,35.1,
2024-10-05,Dharan,26.8125,87.2835,81,26.2,54.8,5.8,3.0,58.7,8.2,29.9,
2024-10-05,Hetauda,27.4163,85.0306,86,28.8,45.7,9.5,5.6,32.2,10.0,49.1,
2024-10-05,Birgunj,27.0,84.8667,86,28.5,70.9,16.8,4.5,31.6,8.6,39.6,
2024-10-05,Jumla,29.2741,82.1855,31,7.4,11.2,5.7,3.8,43.1,7.5,27.9,
2024-10-05,Illam,26.8901,87.9204,69,20.5,27.8,10.4,1.1,32.9,7.8,53.4,
2024-10-06,Kathmandu,27.7172,85.324,104,36.9,58.3,26.4,5.8,27.7,4.2,41.0,
2024-10-06,Lalitpur,27.6648,85.3188,110,39.4,96.6,20.9,7.2,29.6,10.7,47.0,
2024-10-06,Bhaktapur,27.6714,85.427,135,49.5,84.0,21.3,3.0,29.3,11.0,58.5,
2024-10-06,Pokhara,28.2096,83.9856,70,21.1,43.6,2.5,2.6,32.2,11.0,76.4,
2024-10-06,Biratnagar,26.4525,87.2718,77,24.6,38.6,20.0,2.6,33.8,10.5,66.1,
2024-10-06,Nepalgunj,28.0582,81.6176,70,21.0,57.2,8.0,3.0,29.0,8.8,44.6,
2024-10-06,Bharatpur,27.6838,84.4328,88,29.8,64.5,21.8,6.0,47.2,9.7,54.0,
2024-10-06,Dhangadhi,28.707,80.5912,85,28.4,47.6,11.4,1.0,40.6,11.5,43.4,
2024-10-06,Janakpur,26.706,85.9246,86,28.6,69.7,16.8,4.7,53.9,9.9,64.8,
2024-10-06,Butwal,27.7,83.45,67,19.7,34.5,10.2,4.9,31.6,12.9,46.0,
2024-10-06,Dharan,26.8125,87.2835,54,13.7,13.7,17.1,3.4,38.7,7.1,45.2,
2024-10-06,Hetauda,27.4163,85.0306,99,34.8,45.8,3.5,3.7,42.5,7.3,66.5,
2024-10-06,Birgunj,27.0,84.8667,102,35.8,80.8,16.6,7.9,38.2,11.3,34.5,
2024-10-06,Jumla,29.2741,82.1855,65,18.8,46.5,2.0,1.4,40.5,12.6,42.3,
2024-10-06,Illam,26.8901,87.9204,87,29.2,50.5,8.3,3.2,31.3,15.3,52.7,
2024-10-07,Kathmandu,27.7172,85.324,132,48.2,120.4,31.7,4.8,31.4,11.7,49.6,
2024-10-07,Lalitpur,27.6648,85.3188,132,48.2,91.4,18.9,4.8,55.7,16.5,43.1,
2024-10-07,Bhaktapur,27.6714,85.427,135,49.2,103.0,22.6,6.1,53.1,11.3,47.3,
2024-10-07,Pokhara,28.2096,83.9856,65,18.6,50.4,10.4,5.9,25.9,13.1,56.2,
2024-10-07,Biratnagar,26.4525,87.2718,99,34.7,59.7,25.6,3.9,37.2,11.1,61.7,
2024-10-07,Nepalgunj,28.0582,81.6176,89,30.2,63.6,6.5,1.4,29.4,14.4,61.8,
2024-10-07,Bharatpur,27.6838,84.4328,77,24.3,25.3,6.9,1.0,40.7,9.8,57.1,
2024-10-07,Dhangadhi,28.707,80.5912,78,25.0,50.3,14.3,2.7,21.0,9.5,72.5,
2024-10-07,Janakpur,26.706,85.9246,86,28.7,68.6,8.3,4.1,35.4,12.4,48.4,
2024-10-07,Butwal,27.7,83.45,85,28.3,52.6,15.7,1.0,30.7,8.2,26.3,
2024-10-07,Dharan,26.8125,87.2835,61,16.8,20.8,14.9,1.6,42.9,13.5,51.0,
2024-10-07,Hetauda,27.4163,85.0306,70,21.2,53.1,5.6,3.6,21.5,8.0,29.4,
2024-10-07,Birgunj,27.0,84.8667,102,35.8,58.2,30.6,4.6,50.4,17.1,43.0,
2024-10-07,Jumla,29.2741,82.1855,29,7.1,13.0,8.6,1.5,19.6,10.3,54.4,
2024-10-07,Illam,26.8901,87.9204,68,20.3,39.9,13.7,6.9,40.2,7.4,48.6,
2024-10-08,Kathmandu,27.7172,85.324,151,55.8,89.8,18.4,1.0,44.3,15.0,59.9,
